name_of_drug,use_case_for_drug,effectiveness_rating,number_of_times_prescribed,positive,negative,neutral,compound,base_score
Medroxyprogesterone,Abnormal Uterine Bleeding,1,5,0.027,0.098,0.875,-0.7031,4.884977122534999
Lo Loestrin Fe,Birth Control,9,19,0.112,0.199,0.689,-0.8904,6.245772451546388
ParaGard,Birth Control,9,49,0.113,0.089,0.798,0.8598,7.254862780164628
Medium chain triglycerides,Dietary Supplementation,2,0,0.0,0.307,0.693,-0.8126,5.361011644211109
Adderall XR,ADHD,8,53,0.077,0.049,0.874,0.5661,7.837401224800883
Thiopental,Anesthesia,10,4,0.245,0.069,0.687,0.6841,8.358950719271757
Belviq,Weight Loss,8,26,0.044,0.124,0.832,-0.8081,5.502238893186651
Abilify,Schizophrenia,10,33,0.077,0.077,0.846,0.0027,7.567549647369478
Palbociclib,"Breast Cancer, Metastatic",8,55,0.048,0.203,0.75,-0.7964,6.5352187371091475
Minocycline,Acne,8,0,0.171,0.114,0.715,0.7229,4.821588697606812
Implanon,Birth Control,10,3,0.153,0.086,0.761,0.8152,8.745991303284766
Sprintec,Abnormal Uterine Bleeding,2,3,0.117,0.226,0.657,-0.9535,8.311305347103012
Savella,ibromyalgia,10,166,0.106,0.2,0.694,-0.9414,8.616149168978831
Keppra,Seizures,5,37,0.107,0.133,0.76,-0.1416,4.388925021093348
Lo Loestrin Fe,Birth Control,8,7,0.085,0.081,0.834,0.3546,5.305232108701494
Miconazole,Vaginal Yeast Infection,1,10,0.046,0.198,0.757,-0.9769,6.8294758571584
Xarelto,Pulmonary Embolism,7,57,0.156,0.191,0.653,-0.5232,2.645092070219692
Tramadol,Pain,9,5,0.157,0.0,0.843,0.6597,7.277927183306573
Junel Fe 1 / 20,Birth Control,1,4,0.037,0.182,0.781,-0.9112,6.548256302136768
Carbamazepine,Dystonia,9,6,0.075,0.087,0.838,-0.1027,6.290834689334499
Fioricet,Headache,10,11,0.206,0.149,0.646,0.2225,7.544492890288928
Oxyfast,Pain,10,78,0.028,0.12,0.851,-0.6996,8.595958281819872
Jalyn,Benign Prostatic Hyperplasia,2,51,0.091,0.0,0.909,0.177,5.828122043955911
Pioglitazone,"Diabetes, Type 2",1,17,0.113,0.0,0.887,0.4939,5.933027117967472
Gabapentin,Anxiety,9,35,0.078,0.129,0.793,-0.2714,8.745036833474396
Bupropion,Depression,9,42,0.21,0.074,0.716,0.9663,8.154949057424771
Zubsolv,Opiate Dependence,1,6,0.092,0.191,0.717,-0.9465,3.1839555369340493
Dorzolamide,"Glaucoma, Open Angle",4,3,0.12,0.107,0.773,0.1352,8.58780655657903
Depo-Provera,Abnormal Uterine Bleeding,1,22,0.064,0.213,0.723,-0.9826,7.064415428840003
Famciclovir,Herpes Zoste,9,29,0.049,0.02,0.931,0.5733,8.567052428841432
Liraglutide,"Diabetes, Type 2",2,36,0.0,0.176,0.824,-0.9428,7.183619199166782
Ethinyl estradiol / norgestimate,Birth Control,10,7,0.176,0.152,0.671,0.1737,6.493653305451713
Metronidazole,Bacterial Infection,2,16,0.018,0.176,0.806,-0.9166,8.27178354634054
Viibryd,Depression,1,45,0.046,0.321,0.633,-0.9945,4.354314295434202
Dapsone,Acne,10,26,0.102,0.052,0.846,0.8526,6.653815670753763
Butrans,Pain,10,125,0.149,0.142,0.709,0.7909,6.4422054782218625
Mirena,Birth Control,9,46,0.113,0.056,0.831,0.8004,8.193933690074541
Olanzapine,Bipolar Disorde,10,23,0.0,0.0,1.0,0.0,8.215482906027418
Losartan,High Blood Pressure,10,71,0.133,0.165,0.702,-0.0772,7.9428542383804865
Bupropion / naltrexone,Obesity,5,48,0.108,0.114,0.779,-0.3765,6.897212078539371
Irinotecan,Colorectal Cance,5,6,0.0,0.217,0.783,-0.4158,3.916649591116808
Loteprednol / tobramycin,"Conjunctivitis, Bacterial",10,19,0.453,0.217,0.329,0.555,6.127475169414972
Temazepam,Insomnia,7,4,0.115,0.078,0.807,0.7211,6.168992330132397
Metronidazole,Bacterial Vaginitis,6,3,0.092,0.096,0.812,-0.1503,6.383855104378132
Flagyl,Bacterial Infection,9,9,0.0,0.0,1.0,0.0,8.753452412523746
Nexium,Barrett's Esophagus,10,19,0.0,0.0,1.0,0.0,6.127475169414972
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,4,6,0.0,0.236,0.764,-0.8687,5.862150117482908
Phenylephrine,Nasal Congestion,8,2,0.083,0.183,0.733,-0.4588,7.171574816814388
Quetiapine,Depression,10,122,0.157,0.0,0.843,0.8852,8.60621495593835
Drospirenone / ethinyl estradiol,Birth Control,5,2,0.174,0.16,0.665,-0.077,6.562017771753732
Escitalopram,Depression,8,69,0.086,0.056,0.858,0.7393,4.835210484298553
Etonogestrel,Birth Control,9,19,0.257,0.097,0.646,0.9118,6.245772451546388
Etonogestrel,Birth Control,10,0,0.141,0.098,0.761,0.6764,6.109306553878857
Effexor,Anxiety and Stress,10,122,0.038,0.215,0.747,-0.975,8.60621495593835
Ethinyl estradiol / norgestimate,Birth Control,9,0,0.162,0.075,0.763,0.6655,6.227844379644332
Lexapro,Depression,10,88,0.148,0.209,0.644,-0.8437,6.11031604227956
Ethinyl estradiol / norethindrone,Birth Control,10,41,0.0,0.111,0.889,-0.4767,8.743005258264253
Valacyclovir,"Herpes Simplex, Suppression",9,4,0.068,0.081,0.851,-0.1531,8.457255146738312
DDAVP Nasal,Diabetes Insipidus,9,13,0.228,0.0,0.772,0.8264,6.3732589822241685
Drospirenone / ethinyl estradiol,Birth Control,3,3,0.024,0.153,0.823,-0.9657,8.981228211240314
Hiprex,Prevention of Bladder infection,10,53,0.13,0.0,0.87,0.4005,8.664924230348454
Benadryl Allergy,Urticaria,4,4,0.0,0.0,1.0,0.0,8.182756085676182
Levomilnacipran,Depression,1,16,0.0,0.206,0.794,-0.87,7.003408356848098
Levonorgestrel,Emergency Contraception,10,3,0.101,0.063,0.836,0.6671,8.745991303284766
Levothyroxine,Hashimoto's disease,1,0,0.055,0.199,0.746,-0.954,3.054420106447377
Ethinyl estradiol / norethindrone,Birth Control,5,0,0.026,0.083,0.89,-0.7687,3.8128660300863055
Miconazole,Vaginal Yeast Infection,1,4,0.095,0.06,0.846,0.1027,6.548256302136768
Topamax,Bipolar Disorde,10,90,0.018,0.169,0.813,-0.9571,8.113313266807106
Valacyclovir,"Herpes Simplex, Suppression",10,21,0.129,0.122,0.749,0.3968,8.233307958262657
Gabapentin,Pain,5,40,0.063,0.308,0.63,-0.8442,6.936222146513113
Seroquel,Bipolar Disorde,7,39,0.086,0.0,0.914,0.3716,4.433600125384408
Bupropion / naltrexone,Weight Loss,10,42,0.136,0.043,0.821,0.9501,8.05477107192397
Etonogestrel,Birth Control,1,5,0.013,0.1,0.887,-0.7684,4.884977122534999
Nortriptyline,Depression,10,19,0.119,0.101,0.78,0.7003,6.127475169414972
Hydroxyurea,"Anemia, Sickle Cell",6,24,0.088,0.159,0.754,-0.6187,3.516651104860983
Dramamine,Motion Sickness,9,69,0.166,0.0,0.834,0.4927,6.238341446959742
Polyethylene glycol 3350,Constipation,10,9,0.109,0.071,0.82,0.2252,8.656796740464273
Cyclobenzaprine,Muscle Spasm,1,3,0.133,0.12,0.746,0.2035,7.0500866311617765
Levora,Birth Control,10,14,0.135,0.149,0.716,-0.2225,7.369878171891573
Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,HIV Infection,7,8,0.1,0.0,0.9,0.8729,5.281756228697488
Clonazepam,Burning Mouth Syndrome,9,96,0.17,0.071,0.758,0.8993,7.883933623388533
Levonorgestrel,Birth Control,9,15,0.133,0.062,0.805,0.8643,8.580480617777244
Abilify,Depression,8,131,0.065,0.175,0.76,-0.908,5.614506228946554
Vagifem,Atrophic Vaginitis,10,31,0.033,0.121,0.846,-0.6341,6.245137350785216
Nortriptyline,Neuralgia,10,57,0.137,0.14,0.724,-0.128,6.26853519358079
Ethinyl estradiol / levonorgestrel,Birth Control,10,8,0.038,0.125,0.837,-0.9063,7.737592628105482
Loestrin 24 Fe,2</span> users found this comment helpful.,10,2,0.146,0.05,0.804,0.8658,8.074493292790843
Xulane,Birth Control,7,7,0.03,0.076,0.894,-0.6637,3.14878389340544
Xolair,"Asthma, Maintenance",10,23,0.189,0.172,0.639,0.0036,8.215482906027418
Trintellix,Major Depressive Disorde,1,22,0.093,0.185,0.723,-0.8935,7.064415428840003
Clindamycin,Bacterial Infection,10,25,0.149,0.092,0.759,0.7004,6.1234614690910565
Hydromorphone,Chronic Pain,2,12,0.0,0.0,1.0,0.0,5.648499094454326
Hydroxyzine,Anxiety,8,26,0.129,0.082,0.789,0.8936,5.502238893186651
Effexor,Depression,7,32,0.049,0.188,0.763,-0.9612,2.882524601776042
Thyroid desiccated,Thyroid Cance,2,34,0.032,0.174,0.794,-0.9371,8.137023640313195
Simvastatin,High Cholesterol,1,36,0.058,0.058,0.884,0.0,5.675766931338513
Lithium,Bipolar Disorde,9,27,0.137,0.086,0.777,0.2484,8.022968937262847
Lexapro,Depression,10,81,0.111,0.219,0.669,-0.9336,6.459031227866224
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,8,18,0.111,0.147,0.742,-0.6016,5.47795598012679
Valacyclovir,Cold Sores,10,44,0.089,0.053,0.857,0.7074,6.109558961391044
Sertraline,Major Depressive Disorde,7,10,0.169,0.181,0.65,0.7267,6.462491820716791
Flagyl,Diverticulitis,4,67,0.075,0.099,0.826,-0.3818,8.013325178596345
Levonorgestrel,Abnormal Uterine Bleeding,6,18,0.144,0.21,0.646,-0.7783,2.7616707182577938
Morphine,Pain,10,111,0.074,0.15,0.776,-0.9048,8.17911921979573
Etonogestrel,Birth Control,10,7,0.169,0.139,0.692,-0.131,6.493653305451713
Premarin,Atrophic Vaginitis,6,22,0.0,0.21,0.79,-0.9765,6.3995078738655895
Azithromycin,Chlamydia Infection,5,10,0.149,0.105,0.745,0.6209,7.181786620054445
Celexa,Depression,10,7,0.423,0.0,0.577,0.296,6.493653305451713
Lyrica,Pain,8,37,0.237,0.088,0.675,0.8694,5.283595657658187
Zolpidem,Insomnia,9,31,0.056,0.0,0.944,0.3506,6.361917241451971
Yuvafem,Atrophic Urethritis,5,21,0.027,0.063,0.91,-0.4767,6.760934395598683
Buprenorphine / naloxone,Opiate Dependence,10,59,0.192,0.083,0.725,0.7187,8.496089979958727
Yasmin,Menstrual Disorders,10,51,0.156,0.149,0.695,0.3744,6.5114336812428935
Topamax,Seizure Prevention,10,2,0.577,0.0,0.423,0.6249,8.074493292790843
Epiduo,Acne,8,3,0.105,0.0,0.895,0.8718,7.927925645495847
Diovan HCT,High Blood Pressure,10,40,0.168,0.082,0.75,0.7657,8.37458833025563
Thyroid desiccated,Hashimoto's disease,8,8,0.379,0.167,0.455,0.4215,6.785657415594868
Cipro,Bladder Infection,2,49,0.0,0.412,0.588,-0.8885,6.551145416668673
Seroquel,Insomnia,9,12,0.556,0.0,0.444,0.3612,6.471278979163006
Skyla,Birth Control,8,2,0.057,0.224,0.719,-0.9262,7.171574816814388
Mirtazapine,Depression,10,27,0.088,0.115,0.796,-0.409,7.921906947449914
Chlordiazepoxide,Anxiety,10,27,0.15,0.054,0.796,0.9184,7.921906947449914
Escitalopram,Depression,3,21,0.0,0.287,0.713,-0.9104,8.46825790641147
NuvaRing,Birth Control,8,0,0.242,0.285,0.474,-0.4238,4.821588697606812
Vaniqa,Hirsutism,10,88,0.069,0.057,0.874,0.4754,6.11031604227956
Seasonique,Birth Control,2,2,0.13,0.0,0.87,0.4019,7.579306469455799
Montelukast,Asthma,4,13,0.118,0.019,0.863,0.8962,5.95227783477598
Plan B,Emergency Contraception,10,11,0.144,0.073,0.783,0.9243,7.544492890288928
Gabapentin,Bipolar Disorde,6,33,0.128,0.043,0.829,0.7344,4.5986864720965
Wellbutrin SR,Depression,10,145,0.126,0.168,0.707,-0.8657,6.293610025391533
Polyethylene glycol 3350,Constipation,10,87,0.0,0.081,0.919,-0.6486,6.7669911423343585
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,27,0.225,0.078,0.697,0.9672,7.921906947449914
Perphenazine,Bipolar Disorde,9,13,0.0,0.524,0.476,-0.296,6.3732589822241685
Tadalafil,Erectile Dysfunction,10,64,0.183,0.054,0.763,0.9735,7.020941076931112
Levofloxacin,Sinusitis,7,12,0.059,0.131,0.809,-0.5913,2.8489295685288183
Tussionex Pennkinetic,Cough,9,2,0.583,0.0,0.417,0.6369,8.174543577159849
Oseltamivir,Influenza Prophylaxis,1,10,0.07,0.124,0.806,-0.5499,6.8294758571584
Ethinyl estradiol / ethynodiol,Birth Control,5,4,0.161,0.079,0.759,0.9059,6.916893730093862
Pentosan polysulfate sodium,Bladder Infection,6,15,0.058,0.221,0.721,-0.9718,6.010880530854154
Clonazepam,Anxiety,10,21,0.106,0.163,0.731,-0.8359,8.233307958262657
Hydroxychloroquine,Sjogren's Syndrome,9,64,0.076,0.098,0.826,-0.5549,7.1292468112434815
Levonorgestrel,Emergency Contraception,1,0,0.215,0.0,0.785,0.7966,3.054420106447377
Zolpidem,Insomnia,9,48,0.0,0.216,0.784,-0.5106,8.441439660216073
Amoxicillin,Urinary Tract Infection,2,37,0.0,0.269,0.731,-0.796,5.787532023679464
Losartan,High Blood Pressure,6,160,0.05,0.205,0.745,-0.7854,6.361233585122554
Depo-Provera,Birth Control,5,0,0.027,0.138,0.835,-0.9271,3.8128660300863055
MetroGel,Rosacea,8,64,0.347,0.0,0.653,0.7496,5.94565462905292
Vilazodone,Depression,4,18,0.111,0.122,0.767,-0.2847,6.357724973600631
Seroquel,Bipolar Disorde,8,52,0.154,0.073,0.773,0.8911,6.8112585205684
Botox,Overactive Bladde,1,55,0.048,0.128,0.824,-0.834,5.4008517281168364
Euflexxa,Osteoarthritis,1,22,0.107,0.019,0.873,0.8585,7.064415428840003
Phentermine,Obesity,7,7,0.141,0.075,0.784,0.8317,3.14878389340544
Lorazepam,Insomnia,1,85,0.1,0.205,0.695,-0.9595,7.042001383744707
Kyleena,Birth Control,9,2,0.144,0.145,0.711,-0.0159,8.174543577159849
Acanya,Acne,8,7,0.0,0.0,1.0,0.0,5.305232108701494
Soma,Muscle Spasm,10,49,0.108,0.091,0.8,0.4607,7.14772434856246
Paroxetine,Depression,5,22,0.066,0.205,0.729,-0.9538,7.403949990077454
Clonidine,"Insomnia, Stimulant-Associated",10,55,0.15,0.068,0.782,0.6808,7.521367267772852
Prozac,Major Depressive Disorde,10,74,0.262,0.195,0.543,0.4694,7.323018196415763
Nitrofurantoin,Bladder Infection,4,19,0.065,0.141,0.793,-0.8401,5.812789583305314
Vortioxetine,Major Depressive Disorde,7,40,0.267,0.148,0.585,0.9748,6.190498156775787
Magnesium hydroxide,Constipation,10,22,0.076,0.033,0.891,0.2732,8.757200984608478
Epiduo,Acne,1,2,0.101,0.024,0.875,0.7964,6.1693738810759235
Victoza,"Diabetes, Type 2",9,68,0.171,0.018,0.812,0.9637,7.061882874463996
Adderall,ADHD,2,57,0.227,0.06,0.713,0.9694,5.547085313219743
Amoxicillin / clavulanate,Bacterial Infection,1,22,0.032,0.267,0.701,-0.9011,7.064415428840003
Hypercare,Hyperhidrosis,10,1,0.412,0.19,0.397,0.4201,6.80968357898411
Skyla,Birth Control,1,3,0.0,0.144,0.856,-0.7634,7.0500866311617765
Depakote,Migraine Prevention,4,34,0.076,0.178,0.746,-0.5635,8.419872258090871
Adipex-P,Weight Loss,10,20,0.08,0.133,0.788,-0.4897,6.998161370910088
Zoloft,Depression,1,31,0.131,0.221,0.647,-0.6801,3.325544122209928
Mirena,Abnormal Uterine Bleeding,2,10,0.075,0.0,0.925,0.4588,8.125183885882972
Paxil,Anxiety,4,46,0.388,0.0,0.612,0.8689,7.9047303316284925
Nexplanon,Birth Control,9,3,0.094,0.108,0.798,-0.2317,8.842186219376321
Ethinyl estradiol / levonorgestrel,Birth Control,7,5,0.121,0.113,0.765,0.4854,4.395058287782974
BuSpar,Anxiety,9,33,0.0,0.209,0.791,-0.4118,7.671184512137573
Amitriptyline,Pain,10,70,0.051,0.075,0.875,-0.3948,6.6739008218307845
Promethazine,Nausea/Vomiting,10,21,0.117,0.129,0.753,-0.1742,8.233307958262657
Trintellix,Depression,1,67,0.035,0.234,0.731,-0.9001,6.3342691525523005
Etonogestrel,Birth Control,9,5,0.105,0.089,0.806,-0.1027,7.277927183306573
Phentermine,Obesity,6,42,0.207,0.038,0.755,0.8707,5.376834333065538
Tri-Previfem,Birth Control,1,8,0.112,0.2,0.687,-0.9365,5.707023638890452
Etonogestrel,Birth Control,8,18,0.111,0.077,0.812,0.2975,5.47795598012679
Myfortic,Rejection Prophylaxis,10,18,0.068,0.122,0.81,-0.5291,6.633970466631683
Phentermine,Weight Loss,8,33,0.186,0.044,0.769,0.8118,6.588905432949381
Vilazodone,Depression,1,17,0.073,0.177,0.75,-0.3612,5.933027117967472
Alprazolam,Not Listed / Othe,10,2,0.273,0.154,0.573,0.607,8.074493292790843
Terazol,Vaginal Yeast Infection,8,24,0.157,0.087,0.756,0.8712,5.891311380892911
Tioconazole,Vaginal Yeast Infection,10,9,0.233,0.049,0.718,0.8832,8.656796740464273
Oxymetazoline,Rosacea,1,4,0.035,0.185,0.779,-0.8904,6.548256302136768
Klonopin,Panic Disorde,9,72,0.126,0.258,0.616,-0.9766,8.816689228427752
Levonorgestrel,Emergency Contraception,10,19,0.0,0.148,0.852,-0.7574,6.127475169414972
Infliximab,Ulcerative Colitis,10,0,0.114,0.0,0.886,0.9344,6.109306553878857
Doxycycline,Bacterial Infection,1,12,0.058,0.113,0.829,-0.8402,3.5351764941555603
Trazodone,Insomnia,9,157,0.178,0.0,0.822,0.5927,6.232879443086432
Cymbalta,Depression,2,17,0.259,0.271,0.471,-0.0258,7.38837848750209
Amlodipine / valsartan,ge (amlodipine / valsartan),7,31,0.146,0.0,0.854,0.6249,2.5882618947649494
Etonogestrel,Birth Control,2,12,0.033,0.063,0.904,-0.4898,5.648499094454326
Venlafaxine,Depression,4,13,0.036,0.025,0.939,0.2263,5.95227783477598
Febuxostat,Gout,8,68,0.056,0.139,0.805,-0.6643,5.864284978967151
Epiduo,Acne,7,12,0.123,0.0,0.877,0.8442,2.8489295685288183
Cymbalta,Anxiety,9,101,0.146,0.118,0.736,0.7046,6.397198735421766
Harvoni,Hepatitis C,7,19,0.121,0.111,0.769,0.4257,2.284806917346544
Aripiprazole,Depression,1,31,0.149,0.111,0.739,0.178,3.325544122209928
Nitrofurantoin,Bladder Infection,9,30,0.17,0.063,0.767,0.8611,7.4518668764055755
Acamprosate,Alcohol Dependence,10,52,0.107,0.085,0.808,0.1511,7.759807184877063
Tretinoin,Acne,9,17,0.112,0.0,0.888,0.8671,8.001996457056773
Levonorgestrel,Emergency Contraception,10,1,0.0,0.211,0.789,-0.4588,6.80968357898411
Boniva,Osteoporosis,2,23,0.17,0.061,0.769,0.9174,7.733765408633679
Buprenorphine,Chronic Pain,1,5,0.065,0.17,0.765,-0.9487,4.884977122534999
Lyrica,ibromyalgia,4,17,0.057,0.098,0.844,-0.6805,7.70153777883582
Warfarin,Heart Attack,7,7,0.097,0.068,0.835,0.5484,3.14878389340544
Homatropine / hydrocodone,Cough,10,11,0.094,0.058,0.847,0.2263,7.544492890288928
Bupropion / naltrexone,Obesity,10,14,0.244,0.053,0.704,0.9865,7.369878171891573
Duragesic,Chronic Pain,9,72,0.036,0.215,0.749,-0.8102,8.816689228427752
Savella,ibromyalgia,8,29,0.164,0.053,0.783,0.8757,7.618207227983737
Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,8,32,0.046,0.131,0.824,-0.9082,5.152374112686672
Acetaminophen / butalbital / caffeine,Headache,9,9,0.145,0.084,0.771,0.6229,8.753452412523746
LoSeasonique,Endometriosis,10,9,0.081,0.21,0.71,-0.8065,8.656796740464273
Ethinyl estradiol / norgestimate,Birth Control,5,1,0.178,0.0,0.822,0.3818,4.878171957939991
Bupropion,Depression,10,73,0.139,0.115,0.746,0.6881,8.455581540503763
Levonorgestrel,Birth Control,8,9,0.058,0.093,0.849,-0.3626,7.828314657173991
Desogestrel / ethinyl estradiol,Birth Control,3,4,0.059,0.065,0.877,-0.2031,8.59389418591238
Prednisone,Inflammatory Conditions,2,0,0.15,0.171,0.68,-0.2516,5.361011644211109
Dulaglutide,"Diabetes, Type 2",8,12,0.098,0.151,0.751,-0.7401,5.1337406888149335
Chateal,Birth Control,1,2,0.097,0.031,0.872,0.4855,6.1693738810759235
Varenicline,Smoking Cessation,8,3,0.066,0.109,0.825,-0.7906,7.927925645495847
Prozac,Anxiety and Stress,1,14,0.0,0.176,0.824,-0.4707,5.1811107983024085
Etonogestrel,Birth Control,8,0,0.215,0.088,0.697,0.9292,4.821588697606812
Vancomycin,Sepsis,2,3,0.0,0.0,1.0,0.0,8.311305347103012
Klonopin,Anxiety,10,107,0.069,0.092,0.839,0.451,6.1369840793077
Trazodone,Anxiety,8,77,0.097,0.127,0.775,-0.0808,6.615580188588294
Mirena,Birth Control,10,5,0.119,0.1,0.781,0.7165,7.170997223562014
Zoloft,Depression,3,33,0.072,0.085,0.843,-0.1655,7.8034917572852125
Dronabinol,"Nausea/Vomiting, Chemotherapy Induced",9,23,0.0,0.0,1.0,0.0,8.31464585548871
Desvenlafaxine,Depression,2,25,0.103,0.115,0.782,0.3751,5.377617106999336
Aripiprazole,Schizophrenia,9,107,0.0,0.18,0.82,-0.8995,6.25515614470521
Bydureon,"Diabetes, Type 2",8,16,0.064,0.068,0.867,0.1154,7.887237930752728
Armour Thyroid,Underactive Thyroid,9,106,0.145,0.106,0.749,0.3818,6.7076850298059805
Kyleena,Birth Control,6,1,0.136,0.146,0.717,-0.5714,3.1679462250521717
NuvaRing,Birth Control,9,6,0.229,0.034,0.737,0.9853,6.290834689334499
Magnesium citrate,Constipation,8,22,0.025,0.09,0.885,-0.5267,7.94042769749102
Strattera,ADHD,3,10,0.085,0.209,0.706,-0.8938,8.809536634711788
Dihydroergotamine,Migraine,6,9,0.0,0.24,0.76,-0.9723,6.258641899220174
Migranal,Cluster Headaches,9,5,0.024,0.138,0.838,-0.8013,7.277927183306573
Perphenazine,Psychosis,1,3,0.011,0.176,0.813,-0.9571,7.0500866311617765
Pregabalin,Neuropathic Pain,7,97,0.083,0.124,0.794,-0.2023,6.594296967809857
Dulcolax,Constipation,5,6,0.119,0.059,0.822,0.7683,3.916649591116808
Phenylephrine,Eye Redness,10,0,0.292,0.314,0.395,0.0688,6.109306553878857
Contrave,Obesity,6,4,0.131,0.14,0.729,-0.3291,5.831127652885081
Toradol,Postoperative Pain,10,17,0.223,0.217,0.56,-0.1664,7.900790082378434
Cloderm,Psoriasis,9,16,0.14,0.0,0.86,0.3818,8.805914067059051
Bupropion,Depression,10,79,0.209,0.048,0.743,0.9351,8.63954577381299
Farxiga,"Diabetes, Type 2",1,13,0.054,0.171,0.774,-0.9346,3.3477247532480425
Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,10,20,0.142,0.262,0.595,-0.2516,6.998161370910088
Metformin,min),1,55,0.0,0.375,0.625,-0.862,5.4008517281168364
Zestril,High Blood Pressure,2,112,0.0,0.283,0.717,-0.6908,6.306188036299707
Levonorgestrel,Birth Control,9,2,0.105,0.127,0.768,-0.5595,8.174543577159849
Ethinyl estradiol / norgestimate,Birth Control,9,0,0.032,0.121,0.846,-0.6997,6.227844379644332
Amphetamine / dextroamphetamine,ADHD,8,69,0.189,0.052,0.759,0.8979,4.835210484298553
Desogestrel / ethinyl estradiol,Birth Control,3,8,0.083,0.046,0.87,0.4667,7.9731161642796256
Temazepam,Insomnia,8,18,0.13,0.043,0.826,0.9488,5.47795598012679
Clarithromycin,Skin and Structure Infection,1,3,0.043,0.178,0.779,-0.9526,7.0500866311617765
Drospirenone / ethinyl estradiol,Birth Control,8,2,0.0,0.078,0.922,-0.4215,7.171574816814388
Orlistat,Obesity,2,37,0.099,0.085,0.816,0.2003,5.787532023679464
Drospirenone / ethinyl estradiol,Birth Control,8,8,0.096,0.029,0.874,0.7251,6.785657415594868
Clonidine,Opiate Withdrawal,10,14,0.097,0.155,0.748,-0.7408,7.369878171891573
Lortab,Pain,10,10,0.0,0.574,0.426,-0.4019,8.574485878929147
Diflucan,Vaginal Yeast Infection,10,71,0.141,0.0,0.859,0.836,7.9428542383804865
Sertraline,Panic Disorde,7,13,0.075,0.303,0.623,-0.9825,2.616288020312773
Levonorgestrel,Birth Control,1,21,0.0,0.0,1.0,0.0,6.382068816107202
Meperidine,Light Sedation,9,26,0.062,0.149,0.789,-0.5719,6.765825685915322
Escitalopram,Anxiety,9,11,0.097,0.205,0.698,-0.9003,7.648306726574672
Remeron,Depression,8,136,0.178,0.0,0.822,0.5927,7.439100245607811
Venlafaxine,Depression,4,13,0.06,0.08,0.86,-0.5667,5.95227783477598
Ethinyl estradiol / levonorgestrel,Birth Control,2,1,0.0,0.281,0.719,-0.9448,6.169162419744095
Ethinyl estradiol / norelgestromin,Birth Control,8,9,0.121,0.109,0.77,0.3236,7.828314657173991
Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,2,0,0.11,0.112,0.778,-0.2886,5.361011644211109
